name,kind,en_wikipedia_views_30d,daily_avg,peak_day,peak_day_views,views_last_7d,last7_vs_daily_avg
DickPunks,group,249,8,20260806,14,66,0.97
Loro's,group,44,1,20260721,6,5,1.67
Maytree (band),group,1277,43,20260718,118,211,0.57
Mot (band),group,87,3,20260710,9,16,0.73
My Aunt Mary,group,38,1,20260713,4,14,1.56
Rhythm Power,group,179,6,20260723,17,39,0.95
Romantic Punch,group,64,2,20260716,6,17,1.13
Bamseom Pirates,group,65,2,20260716,6,21,1.5
Rux,group,203,7,20260724,18,42,1
"Broccoli, You Too?",group,135,5,20260718,19,26,0.96
Idiotape,group,725,24,20260731,52,219,1.51
Wanted (band),group,183,6,20260711,15,33,0.6
Eastern Sidekick,group,37,1,20260709,3,12,1.33
Jazzyfact,group,103,3,20260727,8,22,0.92
Can (duo),group,121,4,20260708,11,21,0.75
The Koxx,group,369,12,20260716,22,76,1
Songgolmae,group,139,5,20260716,11,23,1.1
Soran (band),group,340,11,20260727,26,100,1.39
Shinchireem,group,193,6,20260711,14,42,0.72
Standing Egg,group,266,9,20260718,16,79,1.93
Sultan of the Disco,group,474,16,20260803,43,157,2.01
Achime,group,38,1,20260722,4,9,1.5
Epitone Project,group,84,3,20260726,7,18,1.5
M. Street,group,60,2,20260709,4,16,1.33
Urban Zakapa,group,732,24,20260708,41,169,0.86
Yaya Kim,group,69,2,20260717,5,12,0.75
Rooftop Moonlight,group,112,4,20260717,8,26,1.37
Young Turks Club,group,380,13,20260731,20,93,1.15
Cool (band),group,795,27,20260728,40,176,0.94
Page (South Korean band),group,36,1,20260717,6,6,0.67
Tin Tin Five,group,164,5,20260719,13,51,1.42
Two Two,group,320,11,20260710,22,80,0.9
Smacksoft,group,31,1,20260712,6,9,0.82
SVGV,group,32,1,20260717,5,7,0.78
Togeworl,group,399,13,20260719,69,53,0.75
Noeazy,group,50,2,20260721,6,13,1.63
Bye Bye Badman (band),group,111,4,20260709,8,26,0.9
Ibadi (band),group,42,2,20260708,5,17,1.42
Monni (band),group,215,7,20260725,22,47,1.09
Seoul Electric Band,group,50,2,20260711,6,13,0.93
Walking After U,group,74,2,20260803,12,27,3.38
Wonder Boyz,group,129,4,20260713,8,16,0.48
Kingston Rudieska,group,81,3,20260718,7,26,1.44
Messgram,group,97,3,20260723,11,29,2.23
Bom Yeoreum Gaeul Kyeoul,group,73,2,20260724,8,22,1.69
History (band),group,604,20,20260708,36,124,0.7
SM The Performance,group,108,4,20260718,7,29,1.71
Swingz,group,17,1,20260709,2,1,0.25
Arie Band,group,53,2,20260806,7,14,1.56
The Geeks (band),group,253,8,20260801,30,88,1.73
Bohemian (band),group,90,3,20260723,7,23,1.28
SM Rookies,group,1510,50,20260805,74,384,1.1
Nasty Nasty (band),group,164,5,20260713,11,44,1.16
Skasucks,group,60,2,20260727,5,14,1.17
Almeng,group,57,2,20260714,6,12,0.8
The Barberettes,group,381,13,20260712,22,101,1.05
Jambinai,group,538,18,20260715,102,79,0.72
Monsta X,group,12862,429,20260726,508,3098,1.16
MFBTY,group,659,22,20260801,40,182,1.25
Running Man Brothers,group,191,6,20260714,13,44,0.96
Hyukoh,group,2220,74,20260724,193,443,1.04
Dreamcatcher (group),group,7238,241,20260718,390,1619,1.08
Cheeze (band),group,264,9,20260717,17,56,0.95
Danpyunsun and the Sailors,group,34,1,20260710,6,6,0.5
Bursters,group,145,5,20260710,10,30,0.7
Day6,group,6942,231,20260806,341,1816,1.22
Up10tion,group,1156,39,20260708,93,223,0.7
OnePiece (music production team),group,224,7,20260730,20,64,1.83
The Solutions,group,109,4,20260719,10,20,0.63
Thornapple (band),group,290,10,20260731,18,70,1.04
Triple H (band),group,754,25,20260731,36,206,1.34
Lucky J,group,466,16,20260726,29,111,1.1
Vromance,group,212,7,20260722,13,39,0.8
Nine Muses A,group,159,5,20260723,11,32,1.23
Triple T (musical group),group,18,1,20260715,2,6,1.2
BOL4,group,2019,67,20260730,147,506,1.38
Victon,group,1256,42,20260715,54,290,0.98
Bastarz,group,755,25,20260710,40,116,0.5
Kard (group),group,16436,548,20260730,1278,4744,1.08
MeloMance,group,1385,46,20260715,69,368,1.21
South Club,group,160,5,20260726,13,36,1.06
3Racha,group,1307,44,20260727,68,336,1.23
Noir (band),group,143,5,20260731,11,37,1.23
Forestella,group,7893,263,20260722,380,1985,1.52
Longguo & Shihyun,group,151,5,20260712,12,28,0.68
MVP (South Korean band),group,90,3,20260726,15,18,1.2
Hyeongseop X Euiwoong,group,394,13,20260709,24,106,1.08
SsingSsing,group,2558,85,20260718,152,612,2.06
Drinking Boys and Girls Choir,group,160,5,20260806,16,49,1.48
Jang Deok Cheol,group,71,2,20260720,10,14,1.4
Forte di Quattro,group,267,9,20260805,19,74,1.54
Miraclass,group,200,7,20260712,38,44,0.72
NU'EST W,group,491,16,20260728,37,133,1.25
Off On Off,group,423,14,20260724,27,105,1.24
Street Guns,group,34,1,20260714,3,5,0.63
Say Sue Me,group,354,12,20260708,28,76,0.64
Duetto (duo),group,104,3,20260718,7,21,0.81
The Rose (band),group,6848,228,20260728,322,1595,0.9
End These Days,group,74,2,20260718,8,7,0.44
RGP (duo),group,205,7,20260710,15,44,0.85
Varsity (group),group,131,4,20260724,9,21,0.66
One Day (South Korean band),group,956,32,20260728,57,273,1.48
14U,group,144,5,20260715,10,32,0.86
A Train To Autumn,group,88,3,20260729,6,23,1.77
Ateez,group,58783,1959,20260708,2699,12680,0.77
Tomorrow X Together,group,24617,821,20260805,1370,6302,1.09
Bandage (band),group,139,5,20260719,8,30,1.07
WEi,group,1524,51,20260714,67,363,1.05
Blackswan,group,4449,148,20260728,216,1062,1.08
Lunarsolar,group,281,9,20260727,18,77,1.24
1Team,group,296,10,20260725,18,57,0.97
CIX (band),group,2003,67,20260714,86,467,0.9
Newkidd,group,381,13,20260723,25,77,0.99
We in the Zone,group,180,6,20260709,19,42,0.78
Hippy Was Gipsy,group,26,1,20260716,4,5,0.63
HNB (band),group,122,4,20260709,10,20,0.45
Madmans Esprit,group,1123,37,20260724,55,230,1
Adoy,group,247,8,20260709,14,56,0.79
Hoppipolla (band),group,427,14,20260726,24,75,0.69
Purple Rain (band),group,153,5,20260708,14,31,0.57
Red Velvet – Irene & Seulgi,group,1576,53,20260803,71,423,1.16
BDC (group),group,381,13,20260708,29,90,0.91
Teen Teen,group,245,8,20260714,21,46,0.66
GreatGuys,group,191,6,20260711,13,35,0.63
Se So Neon,group,952,32,20260708,45,198,0.8
La Poem,group,428,14,20260711,27,70,0.64
Moonbin & Sanha,group,762,25,20260726,33,170,0.9
U-BeS,group,119,4,20260719,12,29,1.26
W24 (band),group,347,12,20260715,30,63,0.78
Drippin,group,1270,42,20260727,91,260,0.84
P1Harmony,group,6228,208,20260716,249,1392,0.98
HarryBigButton,group,34,1,20260716,4,11,1.38
Universe Cowards,group,106,4,20260717,7,22,1.1
Refund Sisters,group,1906,64,20260717,98,435,1.12
Lucy (South Korean band),group,1516,51,20260804,91,378,1.07
Epex,group,1144,38,20260729,107,241,1.05
Day6 (Even of Day),group,612,20,20260714,34,148,0.99
MSG Wannabe,group,2265,76,20260718,301,635,2.39
Leenalchi,group,1807,60,20260712,203,270,0.36
Homies (musical group),group,144,5,20260710,8,38,1.09
Jinjin & Rocky,group,228,8,20260721,15,53,1.02
Trendz (group),group,893,30,20260708,66,141,0.5
Xdinary Heroes,group,4754,158,20260724,192,1119,1.06
Nerd Connection,group,470,16,20260712,24,88,0.69
Eternity (group),group,286,10,20260708,21,61,0.76
8Turn,group,1791,60,20260724,98,458,1.78
Xikers,group,3610,120,20260714,150,772,0.82
Cotoba,group,125,4,20260710,9,27,0.82
Moskva Surfing Club,group,26,1,20260715,4,3,0.43
NCT DoJaeJung,group,1252,42,20260708,109,276,0.7
Blank2y,group,1153,38,20260724,75,165,0.64
Hickey (Chinese girl group),group,101,3,20260711,8,26,0.87
Acid Angel from Asia,group,632,21,20260724,35,148,1.09
Babymonster,group,37936,1265,20260708,1544,9075,0.92
Krystal Eyes,group,257,9,20260722,15,55,0.9
Golden Girls (girl group),group,324,11,20260728,23,87,1.24
NOMAD (group),group,476,16,20260803,27,130,1.3
Geenius,group,585,20,20260713,41,106,0.63
Plave,group,3735,125,20260724,200,835,1.08
Byul.org,group,73,3,20260802,9,25,2.08
N.SSign,group,411,14,20260723,26,105,1.14
Shownu X Hyungwon,group,617,21,20260725,37,125,0.83
Super Junior-L.S.S.,group,431,14,20260713,21,93,0.82
Riize,group,11132,371,20260725,543,2603,1.03
Evnne,group,2424,81,20260716,104,562,0.98
Green Flame Boys,group,103,4,20260718,11,25,1.47
Crezl,group,128,4,20260804,10,37,1.12
Dabda,group,147,5,20260717,11,42,1.68
Slant (band),group,224,7,20260728,16,44,0.88
Silica Gel (band),group,1138,38,20260717,158,180,0.86
Haepaary,group,37,1,20260708,8,9,0.5
NCT Wish,group,6512,217,20260802,364,1641,0.96
Decadent (band),group,1412,47,20260710,1045,16,0.01
Pakk,group,42,2,20260716,5,17,1.31
Wings of the Isang,group,33,1,20260723,5,2,0.17
Pow (band),group,1154,38,20260806,61,305,1.27
Cadejo (band),group,74,2,20260725,7,17,1.31
Zeonpasa,group,39,1,20260716,4,8,1.33
The Monotones (South Korean band),group,37,1,20260716,6,9,3
Hollow Jan,group,142,5,20260805,17,55,2.75
Wave to Earth,group,4231,141,20260806,194,1077,1.1
Kuang Program,group,31,1,20260718,6,11,1.38
Zzzaam,group,139,5,20260713,13,43,1
Bongjeingan,group,234,8,20260708,37,61,0.91
TRPP (band),group,107,4,20260719,11,27,1.93
Parasol (band),group,78,3,20260708,11,14,0.54
Seaweed Mustache,group,101,3,20260717,7,17,0.81
Sunkyeol,group,34,1,20260722,6,8,1
The Freaks (band),group,30,1,20260713,4,8,0.8
Yangbans,group,84,3,20260728,6,16,0.67
Legit Goons,group,79,3,20260727,7,17,1
Bahngbek,group,15,1,20260710,3,4,0.67
Hathaw9y,group,102,3,20260723,8,15,0.52
Nastyona,group,866,29,20260728,41,193,0.88
QWER,group,6778,226,20260708,368,1334,0.65
Big Ocean,group,3509,117,20260724,324,731,0.89
82Major,group,1989,66,20260712,181,444,0.69
Badvillain,group,2791,93,20260709,241,570,0.54
Waterfire (band),group,385,13,20260713,22,92,1
Newbeat,group,742,25,20260725,139,192,1.73
Electron Sheep,group,82,3,20260721,13,17,1.31
AllDay Project,group,11547,385,20260728,628,2678,1.07
Sailor Honeymoon,group,386,13,20260805,39,154,2.41
Wah Wah Wah,group,236,8,20260723,15,48,0.81
AHOF,group,9962,332,20260726,738,1496,0.64
Say My Name (group),group,4740,158,20260713,200,1116,0.96
Mytro,group,541,18,20260802,29,146,1.25
Sevenus,group,161,5,20260727,13,36,1.5
Xlov,group,20596,687,20260730,1738,6041,1.22
Nouera,group,1763,59,20260805,180,704,2.82
1Verse,group,2616,87,20260723,243,510,1.19
Isak N Jiyeon,group,412,14,20260714,21,102,1.16
Stony Skunk,group,395,13,20260709,24,98,1.03
JJ Project,group,842,28,20260714,41,171,0.8
Davichi,group,2932,98,20260713,123,745,1.11
Girl Friends (group),group,161,5,20260725,11,29,0.76
Leessang,group,859,29,20260803,44,226,1.27
Clon (duo),group,628,21,20260710,43,114,0.63
Trouble Maker (duo),group,2843,95,20260717,247,546,1.34
Fat Hamster & Kang New,group,99,3,20260802,11,42,2
Tengger (band),group,76,3,20260717,8,21,1.75
Hypnosis Therapy,group,113,4,20260720,11,19,0.58
Lngshot,group,13219,441,20260725,630,2775,0.84
18Fevers,group,122,4,20260806,15,56,3.73
Ureuk and the Gypsies,group,47,2,20260727,7,15,3.75
Snake Chicken Soup,group,31,1,20260715,5,7,0.7
Kontrajelly,group,21,1,20260712,3,6,1
Gawthrop (band),group,17,1,20260711,2,7,1.4
Bulgogi Disco,group,35,1,20260729,4,10,1.43
Hooni Yongi,group,65,2,20260717,6,12,1.09
JX (duo),group,992,33,20260727,54,260,1.27
Hoshi X Woozi,group,937,31,20260714,44,193,0.77
Salamanda (band),group,95,3,20260804,12,33,2.36
Dodree,group,6373,212,20260708,456,966,0.43
Jeonghan X Wonwoo,group,660,22,20260803,35,148,0.8
Idntt,group,7667,256,20260714,563,1259,0.68
AKMU,group,4031,134,20260726,165,893,0.98
2Yoon,group,321,11,20260723,17,82,1.06
Route 0 (group),group,607,20,20260730,35,141,1.06
Hyungdon and Daejun,group,46,2,20260716,5,12,0.86
2BiC,group,91,3,20260711,8,25,0.89
December (duo),group,131,4,20260805,13,33,1.18
Lucite Tokki,group,31,1,20260720,5,10,2.5
Miss S,group,227,8,20260717,14,44,0.75
UN (band),group,381,13,20260731,22,96,1.02
Wink (South Korean group),group,85,3,20260711,12,14,0.54
J Rabbit,group,137,5,20260714,8,38,1.36
2NB,group,335,11,20260708,19,78,0.95
Eluphant,group,88,3,20260717,6,20,0.87
Mimi Sisters,group,55,2,20260806,11,20,2.86
Mukimukimanmansu,group,134,4,20260712,17,34,0.77
Wings (duo),group,126,4,20260727,11,33,1.74
Hi Suhyun,group,414,14,20260714,22,115,1.29
Love X Stereo,group,59,2,20260715,6,13,1.86
Rubber Soul (group),group,96,3,20260803,7,26,1.08
1Punch,group,450,15,20260710,24,103,0.99
GD X Taeyang,group,634,21,20260802,32,166,1.27
B.O.Y,group,301,10,20260720,17,52,0.63
GD & TOP,group,1000,33,20260714,53,257,1.04
Seenroot,group,78,3,20260806,9,20,1.18
Mind U,group,120,4,20260716,11,24,0.83
MXM (musical duo),group,442,15,20260720,44,79,1.11
GroovyRoom,group,852,28,20260717,103,149,0.64
XXX (group),group,7400,247,20260725,391,1472,1.04
Jus2,group,450,15,20260803,27,117,1.15
Wooseok x Kuanlin,group,283,9,20260716,19,49,0.54
H&D,group,173,6,20260713,12,47,0.92
Diva (South Korean group),group,446,15,20260804,31,129,1.39
Loona 1/3,group,860,29,20260724,37,209,1.11
Odd Eye Circle,group,2221,74,20260727,109,503,1.02
BSS (band),group,2285,76,20260712,127,487,0.81
IU (entertainer),individual,74413,2480,20260710,10584,14823,0.52
Tablo,individual,19765,659,20260804,1743,8121,2.41
Taemin,individual,12747,425,20260802,1201,4220,1.86
Choi Si-won,individual,11676,389,20260708,496,2602,0.89
Lee Donghae,individual,4248,142,20260802,214,1190,1.37
Jung Yong-hwa,individual,6254,208,20260710,238,1477,0.97
Psy,individual,29926,998,20260715,1383,6934,1.13
Huh Gak,individual,982,33,20260711,44,202,0.83
BoA,individual,15834,528,20260728,621,3729,1.04
Yunjin Kim,individual,18478,616,20260712,778,4040,0.81
Lee Hi,individual,3984,133,20260805,201,1099,1.39
Jang Keun-suk,individual,7601,253,20260804,308,1870,0.99
Ha Ji-won,individual,15958,532,20260726,717,3510,0.97
DJ Tukutz,individual,4752,158,20260804,396,1981,1.71
Lee Jung-hyun,individual,5341,178,20260726,258,1354,1.14
Uhm Jung-hwa,individual,11739,391,20260712,624,2421,0.7
Kwon Yu-ri,individual,11731,391,20260731,859,3385,1.32
Kim Kyung-ho,individual,429,14,20260714,28,80,0.65
Lee Si-yeon,individual,492,16,20260722,30,118,1.11
Raina (singer),individual,1633,54,20260708,78,385,0.95
Yoo So-young,individual,1126,38,20260714,59,228,0.78
Patti Kim (singer),individual,706,24,20260726,40,162,1.05
Jung Jae-hyung,individual,1315,44,20260728,57,326,1.15
Kim Jang-hoon,individual,525,18,20260725,28,118,0.94
Lee Soo-geun,individual,1495,50,20260802,68,373,1.14
Jeong Jin-woon,individual,1816,61,20260709,94,417,0.89
Alex Chu,individual,1119,37,20260722,49,261,1.02
Wax (singer),individual,263,9,20260709,19,59,0.69
Hwang Shin-hye,individual,817,27,20260801,54,212,1.41
"Lee Jae-jin (musician, born 1991)",individual,896,30,20260728,60,202,1.13
Seo Ji-young,individual,909,30,20260708,46,225,1.17
Lee Eun-ju,individual,5260,175,20260719,327,1258,1.35
Sonim,individual,339,11,20260727,19,82,1.17
Hyun Jyu-ni,individual,579,19,20260725,29,146,1.11
Chunja (singer),individual,99,3,20260708,8,23,1.21
Sunday (singer),individual,406,14,20260720,22,102,1.04
Yoon Bo-mi,individual,4958,165,20260726,261,1248,1.25
G.NA,individual,2617,87,20260713,134,525,0.8
Lim Yoona,individual,29165,972,20260801,1423,7877,1.12
Jang Dong-gun,individual,5927,198,20260805,283,1422,1.06
Park Yoo-chun,individual,6558,219,20260708,364,1514,0.9
Cho PD,individual,550,18,20260804,32,125,1.01
Harisu,individual,1881,63,20260710,86,408,0.83
Kim Junsu,individual,2973,99,20260719,188,635,0.97
Kangta,individual,3136,105,20260708,135,781,1.02
Kim Ryeo-wook,individual,2806,94,20260718,127,607,0.99
Song Ji-eun,individual,3114,104,20260718,154,667,0.86
Joo Won,individual,5687,190,20260726,239,1286,0.92
Nam Hyun-joon,individual,308,10,20260725,18,84,1.45
"Lee Ji-hyun (actress, born 1983)",individual,700,23,20260728,38,169,1.29
Bada (singer),individual,3780,126,20260806,393,1135,1.39
Kang Sung-hoon (singer),individual,835,28,20260730,62,199,1.33
Lina (entertainer),individual,1143,38,20260713,57,231,0.72
Steven Yeun,individual,107124,3571,20260726,8138,25593,1.2
Boom (entertainer),individual,1023,34,20260730,57,270,1.24
Choi Min-ho,individual,9188,306,20260725,352,2109,0.94
Kim Hee-chul,individual,6752,225,20260718,305,1549,1.08
Tiffany Young,individual,16988,566,20260801,949,4689,1.16
Choi Eun-hee,individual,4884,163,20260722,213,1224,1.24
Lee Joon-gi,individual,14271,476,20260805,567,3436,1.01
Hahm Eun-jung,individual,5154,172,20260802,319,1319,1.17
Hyomin,individual,2886,96,20260730,135,702,1.43
Younha,individual,2014,67,20260726,90,439,0.85
Koo Hye-sun,individual,14409,480,20260710,632,3021,0.75
Seohyun,individual,12019,401,20260801,492,2979,1.13
Huh Kyung-young,individual,422,14,20260731,25,121,1.17
Hyoyeon,individual,5044,168,20260805,818,2077,2.43
Son Dam-bi,individual,1872,62,20260713,90,453,0.99
Sung Si-kyung,individual,8720,291,20260724,479,2353,1.65
Jo Jung-suk,individual,11012,367,20260801,429,2798,1.08
Gummy (singer),individual,4801,160,20260730,204,1186,1.06
Tony An,individual,1004,33,20260716,57,223,1
Kim Ok-vin,individual,6558,219,20260802,418,1872,1.49
Anita Tsoy,individual,3449,115,20260718,344,941,7.24
Dana (South Korean singer),individual,681,23,20260708,37,157,0.92
Bae Suzy,individual,34015,1134,20260717,1662,7759,1.04
Krystal Jung,individual,13671,456,20260724,627,3388,1.1
Kim Jong-kook,individual,8121,271,20260710,448,1833,0.82
Park Ji-yeon,individual,6224,207,20260802,395,1822,1.41
Taeyang,individual,14187,473,20260731,592,3533,1.05
Kim Jong-min,individual,2299,77,20260724,117,539,1.03
Kim Ki-bum,individual,3036,101,20260724,132,682,1.04
Lee Seung-gi,individual,16551,552,20260709,904,3927,0.83
Shindong,individual,3284,109,20260729,140,777,1.12
Park Ye-eun,individual,2932,98,20260801,122,695,1.04
Kim Sung-jae,individual,15314,510,20260708,1563,2253,0.44
Eunhyuk,individual,3149,105,20260805,143,920,1.44
J.Y. Park,individual,48794,1626,20260731,3812,16114,4.22
Kangin,individual,2799,93,20260719,117,614,1.04
Lee Sang-hoon (baseball),individual,116,4,20260721,10,27,0.9
Max Changmin,individual,3568,119,20260729,145,766,0.89
Park Yong-ha,individual,13983,466,20260724,2729,1230,1.16
Yesung,individual,2939,98,20260718,131,651,1.11
Ahn So-hee,individual,8051,268,20260806,366,1947,1.01
Cha Tae-hyun,individual,9587,320,20260726,377,2193,0.94
CL (rapper),individual,9205,307,20260719,379,2186,1.04
Han Ye-seul,individual,6331,211,20260728,292,1378,1.23
Insooni,individual,2057,69,20260803,91,562,1.15
Kim Gun-mo,individual,892,30,20260710,55,215,0.82
Lee Tzsche,individual,310,10,20260714,18,57,0.76
Minzy,individual,3667,122,20260717,152,829,0.94
Ok Taec-yeon,individual,35766,1192,20260711,2579,6761,0.62
Sunye,individual,3269,109,20260717,147,790,1.1
Yoo Gun,individual,749,25,20260804,50,235,1.32
Yoon Son-ha,individual,622,21,20260727,33,153,1.22
Joo (singer),individual,1157,39,20260715,64,273,1.33
Key (entertainer),individual,5031,168,20260718,199,1263,1.15
Kim Hyung-jun,individual,1461,49,20260803,109,408,1.13
Lee Jae-won (singer),individual,1049,35,20260802,53,273,1.17
Lee Soo-man,individual,5125,171,20260804,221,1455,1.32
Seo In-young,individual,1362,45,20260806,86,313,1.07
Shin Ji,individual,787,26,20260721,67,185,1.15
Kim Yoon-ji,individual,1781,59,20260712,85,448,1.07
Taeyeon,individual,14724,491,20260728,839,3691,1.16
Lee Min-ki,individual,10225,341,20260726,537,2358,1.01
Choi Soo-young,individual,19255,642,20260710,898,4711,0.97
Jay Park,individual,25656,855,20260727,1336,6471,1.18
Kim Dong-jun,individual,2536,85,20260726,118,614,1.17
Lee Min-ho,individual,43376,1446,20260710,1687,10581,0.99
Daesung,individual,7912,264,20260729,355,1955,1.18
Juno (singer),individual,406,14,20260719,26,96,1.23
Hwang Kwang-hee,individual,2140,71,20260712,93,432,0.77
Heo Young-saeng,individual,862,29,20260708,42,203,0.9
Lee Seung-chul,individual,1296,43,20260712,80,306,0.91
Lee Byung-hun,individual,56462,1882,20260726,2324,14291,1.1
Seungri,individual,16983,566,20260730,853,4146,1.06
Kim Jae-joong,individual,7751,258,20260724,445,1474,0.85
Hyuna,individual,16107,537,20260726,711,4072,1.28
Lee Min-woo,individual,1580,53,20260728,111,381,1.12
Hyun Jae-myung,individual,31,1,20260708,4,5,0.38
Lim Hyung-joo,individual,130,4,20260708,8,28,0.74
Lee Hyori,individual,11952,398,20260726,598,2761,0.91
Yang Yo-seob,individual,1560,52,20260804,138,448,1.05
Jenna Ushkowitz,individual,9739,325,20260727,476,2324,1.02
Jessica Jung,individual,14567,486,20260731,735,4004,1.3
Sunny (singer),individual,7149,238,20260731,398,1969,1.3
Sumi Jo,individual,2396,80,20260730,120,552,0.91
Verbal (rapper),individual,2059,69,20260710,90,458,0.9
Rain (entertainer),individual,33011,1100,20260719,1418,7317,0.96
K.Will,individual,1948,65,20260710,89,407,0.85
Seven (South Korean singer),individual,5417,181,20260720,284,1248,1.16
Hwanhee,individual,1287,43,20260806,77,351,1.22
Seo Taiji,individual,6213,207,20260708,436,1451,0.84
Hyun Bin,individual,39093,1303,20260801,1604,10169,1.11
Ryu Si-won,individual,935,31,20260727,84,196,0.93
Ajoo,individual,169,6,20260710,11,28,0.57
Kim Ah-joong,individual,4644,155,20260806,240,1190,1.09
Na Yoon-sun,individual,522,17,20260727,40,104,1.05
Mithra Jin,individual,4663,155,20260731,398,1911,1.58
Jang Jae-in,individual,289,10,20260728,16,68,1.31
Kim Bum-soo (singer),individual,842,28,20260725,42,189,0.93
Yoon Jong-shin,individual,1638,55,20260711,76,373,0.85
Outsider (rapper),individual,496,17,20260717,27,108,1.03
Ha Hyun-woo,individual,431,14,20260713,28,98,0.8
Yim Si-wan,individual,9610,320,20260802,417,2475,1.14
Song Chang-sik,individual,156,5,20260721,12,35,0.83
Bobby Kim,individual,625,21,20260713,40,153,1.01
Bak Il,individual,113,4,20260725,12,44,3.67
Chae Yeon,individual,739,25,20260712,38,169,0.84
K (singer),individual,615,21,20260726,47,161,0.84
Baek Ji-young,individual,3565,119,20260709,152,789,0.89
Luna (South Korean singer),individual,3969,132,20260731,162,959,1.07
Park Myung-soo,individual,950,32,20260712,54,250,1.01
Shim Hyung-rae,individual,526,18,20260731,34,129,1.02
Wheesung,individual,3240,108,20260801,157,859,1.09
Bizniz,individual,67,2,20260723,6,14,1.08
Cho Min-hye,individual,47,2,20260708,10,8,0.62
Choi Han-bit,individual,629,21,20260728,31,139,1.06
Choi Jin-hyuk,individual,9309,310,20260714,375,2091,0.93
Choi Min-hwan,individual,1454,48,20260726,92,355,1.21
Choi Moo-ryong,individual,425,14,20260802,26,116,1.21
Jung Dae-hyun,individual,808,27,20260709,44,157,0.7
Lim Seul-ong,individual,1557,52,20260802,73,382,1.05
Shion (singer),individual,149,5,20260726,13,43,1.95
Ivy (South Korean singer),individual,1680,56,20260708,83,337,0.86
Jo Kwan-woo,individual,178,6,20260725,14,39,1.26
Jo Tong-dal,individual,26,1,20260730,4,8,0.89
