wikidata_q,name,born,kind,is_group,schools,school_count,wikipedia_editions,label_has_hangul
Q17087037,Lee Si-won,1987-08-29,acting,no,Seoul National University,1,12,no
Q17128376,Baek Eun-hye,1986-09-01,both,no,Sookmyung Women's University,1,10,no
Q16083125,Bini,1985-11-13,music,yes,Dongduk Women's University,1,5,no
Q16083134,비앙카 모블리,1989-03-20,acting,no,Yonsei University,1,1,yes
Q16083143,Vicky,1988-03-28,both,yes,Dongduk Women's University,1,7,no
Q16083376,서주애,1985-07-21,acting,no,Ewha Womans University,1,1,yes
Q16083425,Seo Min-seo,1987-05-22,acting,no,Sejong University,1,1,no
Q16083654,Son Se-bin,1989-05-27,acting,no,Konkuk University,1,7,no
Q16084593,Ah-young,1985-05-24,music,no,Baekseok University,1,1,no
Q16089876,Kim Ju-hyeon,1987-03-10,acting,no,Dongguk University,1,10,no
Q15540782,Park Min-woo,1988-03-22,acting,no,Kookmin University,1,9,no
Q15627660,Seo Ha-joon,1989-09-19,acting,no,Chungwoon University,1,12,no
Q15839288,Yoon Hyun-min,1985-04-15,acting,no,Shinil Middle School | Cheongwon High School | Seoul Chodang Elementary School,3,13,no
Q3390833,Jung Eun-woo,1986-04-10,acting,no,Dongguk University,1,12,no
Q3395911,Pom Klementieff,1986-05-03,acting,no,Cours Florent,1,46,no
Q483926,Kim Hyung-jun,1987-08-03,both,yes,Dongguk University,1,19,no
Q484366,Min Hyo-rin,1986-02-05,both,yes,Keimyung University | Daegu Dongbu High School,2,17,no
Q19161787,Sohn Su-hyun,1988-02-29,acting,no,Ewha Womans University,1,2,no
Q19162096,Cha Jung-won,1989-10-18,acting,no,Korea University,1,7,no
Q19162167,최진아,1989-09-23,music,no,,0,1,yes
Q19349417,Moon Ji-in,1986-03-01,acting,no,Seoul Institute of the Arts,1,8,no
Q19349692,이슬,1987-01-28,music,no,,0,1,yes
Q19349835,한가을,1988-06-28,music,no,Gangil Girls' High School,1,1,yes
Q19359840,Kim Kwon,1989-05-16,acting,no,Dongguk University,1,11,no
Q19359879,Park Hee-jung,1988-10-20,acting,no,Dankook University,1,4,no
Q17128419,Oh So-yeon,1985-09-05,acting,no,Paekche Institute of the Arts,1,2,no
Q17158869,Jeong Yun-seon,1987-08-30,acting,no,,0,2,no
Q17189438,Gabin,1989-09-18,music,yes,Howon University,1,3,no
Q17189666,최정화,1985-12-14,acting,no,,0,1,yes
Q17198093,Dasuri Choi,1988-04-25,both,no,,0,5,no
Q17238279,Jo Dong-in,1989-03-26,acting,no,,0,3,no
Q17314673,Lee A-yeong,1989-09-22,music,no,,0,1,no
Q18328857,Ahn Jae-hong,1986-03-31,acting,no,Konkuk University,1,13,no
Q18329050,Heo Yoon-mi,1986-03-23,music,no,,0,2,no
Q18531371,Han Se-ah,1988-09-06,acting,no,,0,1,no
Q18566900,Ha Jun,1987-04-03,acting,no,,0,7,no
Q18567176,Yoon Kyun-sang,1987-03-31,acting,no,Sehan University | Jeonju Youngsaeng High School,2,15,no
Q461117,Dana,1986-07-17,both,yes,Hankuk University of Foreign Studies,1,20,no
Q482519,Park Yoo-chun,1986-06-04,both,yes,Kyung Hee University | Chantilly High School,2,28,no
Q482783,Kim Junsu,1986-12-15,both,yes,Myongji University,1,27,no
Q485773,Ryu Deok-hwan,1987-06-12,acting,no,Chung-Ang University | Shinsung Middle School,2,9,no
Q486074,Jeon Bo-ram,1986-03-22,both,yes,Myongji University,1,21,no
Q484410,Heo Yi-jae,1987-02-19,acting,no,Dongguk University,1,13,no
Q484815,Jun. K,1988-01-15,both,yes,Kyung Hee University | Dong-Ah Institute of Media and Arts | Gyeongsin High School | Daegu Hwanggum Elementary School | Dukwon Middle School,5,18,no
Q484828,Kim Ji-hu,1985-04-05,acting,no,,0,6,no
Q15914609,Yoo Min-kyu,1987-09-18,acting,no,Changhyeon High School,1,8,no
Q15985301,Seo Eun-ah,1989-02-26,acting,no,Korea National University of Arts,1,11,no
Q15994091,Lee Cho-hee,1989-10-04,acting,no,Seoul Institute of the Arts,1,8,no
Q16057686,Zick Jasper,1988-07-26,music,yes,,0,7,no
Q16069063,Yoo Jae-hwan,1989-10-31,music,no,Inha University,1,1,no
Q18815820,Ahn Sojin,1986-10-25,acting,no,Kyungsung University,1,1,no
Q18880752,Yoon Soo-hyun,1988-12-24,music,no,Cha University,1,2,no
Q18998854,Kim Si-eon,1988-07-11,acting,no,,0,1,no
Q18998869,Kim Yeol,1989-01-26,acting,no,,0,1,no
Q18998959,Kim Jeong-san,1987-03-05,acting,no,Sungkyunkwan University,1,1,no
Q19000020,Park Jong-hwan,1985-03-22,acting,no,Hanyang University,1,1,no
Q19014039,Hari Won,1985-06-22,both,no,,0,9,no
Q20944782,Kim Jae-young,1988-09-30,acting,no,,0,14,no
Q20944803,김종문,1988-03-14,acting,no,,0,1,yes
Q20948596,Sanchez,1986-10-17,music,yes,University of Auckland,1,3,no
Q21057675,Jin Ki-joo,1989-01-26,acting,no,Chung-Ang University | Chuncheon Girls' High School | Wooseok Middle School,3,15,no
Q21060267,제청,1987-06-17,music,no,Paekche Institute of the Arts,1,1,yes
Q21060470,Choe Jeong,1987-01-01,acting,no,Korea National Open University,1,1,no
Q21060837,Hong Ja,1985-09-29,music,no,Kyungmin University,1,1,no
Q21080730,Seo Min-ju,1988-08-09,acting,no,Chungbuk National University,1,1,no
Q21575788,Kim Bum-jin,1988-06-02,acting,no,Mokwon University,1,1,no
Q21575822,김현지,1985-02-19,music,no,,0,1,yes
Q16177387,김원주,1987-07-29,music,yes,Inha University,1,1,yes
Q16177870,Go Yoon,1988-09-12,acting,no,Lehigh University,1,7,no
Q16178043,정환,1988-05-06,music,no,Taejang High School,1,1,yes
Q16178403,Tak Te-in,1987-06-06,acting,no,,0,1,no
Q16178985,Lee Su-jung,1987-11-08,acting,no,Daeduk University,1,1,no
Q16179357,Baek Ok-dam,1986-05-24,acting,no,,0,7,no
Q16179480,백은혜,1989-02-13,music,no,,0,1,yes
Q16179522,백일하,1985-12-08,music,no,,0,1,yes
Q16179572,Lee Shin Ae,1989-12-18,acting,no,,0,1,no
Q16179757,백청강,1989-02-19,music,no,,0,1,yes
Q16180028,Kim Pureun,1986-06-07,music,yes,,0,1,no
Q16180113,Kim Hyeon-ki,1985-11-24,acting,no,,0,1,no
Q16180316,Lee Yongjun,1987-03-19,acting,no,Korea National University of Arts,1,1,no
Q16180464,예서진,1986-05-13,acting,no,Dongduk Women's University,1,1,yes
Q6362277,Kang Seung-Hyun,1987-09-22,acting,no,Dongduk Women's University,1,9,no
Q6402769,Yoon Joo-hee,1985-02-21,acting,no,Korea University of Media Arts,1,12,no
Q6408639,Kim Greem,1987-03-01,music,no,Korea University,1,5,no
Q486634,Jang Hyun-seung,1989-09-03,music,yes,Dongshin University,1,20,no
Q486942,Lee Joo-yeon,1987-03-19,both,yes,Dongduk Women's University | Sangmyung High School,2,20,no
Q487056,Kim Young-kwang,1987-01-11,acting,no,Hanyang University | Jungseok Aviation Science High School | Incheon Hagik Elementary School,3,18,no
Q235613,Younha,1988-04-29,both,no,Hankuk University of Foreign Studies,1,23,no
Q236355,Tiffany Young,1989-08-01,both,yes,Korea Kent Foreign School | Diamond Bar High School,2,36,no
Q16091514,Jung Jae-kyung,1987-09-19,music,no,Daekyeung University,1,4,no
Q16091512,Jang Hee-young,1985-03-28,music,yes,Dongduk Women's University,1,2,no
Q16091703,Jung Yi-yeon,1986-10-04,,no,,0,1,no
Q16091817,Jisun,1989-10-17,music,yes,,0,1,no
Q16091916,조윤영,1987-11-19,music,no,Chugye University for the Arts,1,1,yes
Q16092001,Junhyung,1988-01-23,music,yes,Chugye University for the Arts,1,1,no
Q16092021,Jihwan,1985-12-08,music,yes,Chugye University for the Arts,1,1,no
Q16092062,Cha Eun-bi,1989-08-24,music,no,Daekyeung University,1,2,no
Q20063575,Ryu Jun-yeol,1986-09-25,both,no,University of Suwon | Yeongdeok High School | Youngduk Middle School,3,39,no
Q20444361,임세준,1989-07-18,music,no,,0,1,yes
Q20444493,Jang In-sub,1987-02-24,acting,no,Korea National University of Arts,1,9,no
Q20444723,Kwon Soo-hyun,1986-08-18,acting,no,,0,11,no
Q20444729,Hello Gayoung,1987-10-23,music,yes,Dong-Ah Institute of Media and Arts,1,2,no
Q6409030,Kim Kkot-bi,1985-11-24,acting,no,Sangmyung University,1,11,no
Q6409458,Kim Sung-kyu,1989-04-28,both,yes,Daekyeung University,1,21,no
Q6514684,Lee Pa-ni,1986-01-22,both,no,Dong-Ah Institute of Media and Arts,1,3,no
Q6679696,Kim Min-soo (singer),1985-01-14,music,yes,,0,3,no
Q6681684,Kim Ri-na,1985-08-01,acting,no,Sungkyunkwan University,1,4,no
Q493514,Jihyuk,1987-07-13,music,yes,Sungkyunkwan University,1,3,no
Q493526,Yong Jun-hyung,1989-12-19,both,yes,Dongshin University,1,18,no
Q493566,Geonil,1987-11-05,both,yes,Dongguk University,1,7,no
Q493564,Sunmin,1987-08-04,music,no,,0,4,no
Q493632,Sungmo,1987-06-15,music,yes,Kyung Hee Cyber University,1,5,no
Q493676,Lee Soo-mi,1989-03-03,both,yes,,0,10,no
Q493696,Lim Ju-eun,1988-01-07,acting,no,Dongduk Women's University | Kyunggi Girls' High School | Seoul Younghee Elementary School,3,16,no
Q493731,Kwangsoo,1987-04-22,music,yes,Chung-Ang University,1,3,no
Q493896,Shin Ji-soo,1985-10-28,both,no,Hanyang University,1,12,no
Q484843,Park Jung-min,1987-04-03,both,yes,Dongguk University | Dankook University,2,20,no
Q484886,Park So-yeon,1987-10-05,both,yes,Anyang Arts High School,1,25,no
Q487897,Qri,1986-12-12,both,yes,Myongji University,1,22,no
Q487944,Yoon Shi-yoon,1986-09-26,acting,no,Kyonggi University,1,21,no
Q6783818,Park Seul-gi,1986-08-18,acting,no,Kyonggi University,1,4,no
Q6820954,Song Jae-lim,1985-02-18,acting,no,Chung-Ang University | Kwangshin High School,2,26,no
Q6843888,오이나,1988-08-19,acting,no,Dongduk Women's University,1,0,yes
Q6854182,Moon Joon-young,1989-02-09,both,yes,Digital Seoul Culture Arts University,1,7,no
Q6861635,Kim Sori,1985-02-05,both,no,Sangmyung University,1,6,no
Q7137905,Park Min-ji,1989-07-22,acting,no,Buram High School,1,13,no
Q486101,Daniel Choi,1986-02-22,acting,no,Seoul Shinam Elementary School,1,16,no
Q486536,Oh Yeon-seo,1987-06-22,both,yes,Dongguk University | Anyang Arts High School | Sungwon Middle School,3,25,no
Q488400,Kim Kyu-jong,1987-02-24,both,yes,Kyung Hee Cyber University,1,16,no
Q489006,Uee,1988-04-09,both,yes,Sungkyunkwan University | Incheon Physical Education High School | Incheon Hambak Elementary School,3,24,no
Q489754,J-Min,1988-05-27,both,no,,0,14,no
Q233894,Sunny,1989-05-15,both,yes,Paiwha Girls' High School,1,31,no
Q233911,Jessica Jung,1989-04-18,both,yes,Korea Kent Foreign School,1,36,no
Q435711,Yeol Eum Son,1986-05-02,music,no,,0,17,no
Q456609,Kim Ok-vin,1987-01-03,both,no,Kyung Hee University | Gwangyang High-Tech High School,2,20,no
Q18604948,Kim Feel,1986-08-27,music,no,,0,7,no
Q18605144,Park Joo-hee,1987-08-28,acting,no,Konkuk University,1,10,no
Q18605168,Byun Yo-han,1986-04-29,acting,no,Korea National University of Arts | Jeil High School,2,13,no
Q18605670,Lee Yoo-young,1989-12-08,acting,no,Korea National University of Arts | Jayang High School | Seoul Junggye Primary School,3,16,no
Q18605722,Jang Hong-je,1986-03-31,acting,no,Yonsei University,1,1,no
Q18605784,Ji-min,1985-12-19,acting,no,Sangji University,1,1,no
Q18605905,하은설,1989-08-13,acting,no,Sangmyung University,1,1,yes
Q18648228,Park Mi-so,1987-11-03,acting,no,,0,2,no
Q18648354,Yang Ye-seung,1987-06-23,acting,no,Ewha Womans University,1,2,no
Q18648440,Lee Min-hui,1988-01-28,music,no,Daekyeung University,1,2,no
Q18648483,Jeong Yea-ji,1987-12-25,acting,no,Inha University,1,2,no
Q18648499,Jo Jung-min,1986-06-26,music,no,Kookmin University,1,3,no
Q18648646,Ho Hjo-hun,1989-03-22,acting,no,,0,1,no
Q18683722,Kim Bo-jung,1988-12-14,acting,no,Kookmin University,1,2,no
Q27954256,Yoon Hwan,1987-03-16,acting,no,,0,1,no
Q27954291,강다영,1986-11-25,music,no,Dankook University,1,1,yes
Q27969230,Hugh Cha,1985-09-06,acting,no,,0,2,no
Q28698424,김형준,1985-01-27,acting,no,,0,1,yes
Q28698428,Kim So-ra,1988-04-18,acting,no,,0,1,no
Q28698759,Son San,1985-01-01,acting,no,,0,1,no
Q28698761,홍이주,1986-11-03,acting,no,,0,1,yes
Q28698964,장민영,1985-09-20,acting,no,Seoul Institute of the Arts,1,1,yes
Q28699066,김형미,1986-09-22,acting,no,,0,1,yes
Q28699122,Na Chul,1986-12-24,acting,no,,0,1,no
Q28699291,한봄,1986-08-18,music,no,,0,1,yes
Q28699480,윤빛나라,1989-09-22,music,no,,0,1,yes
Q28699628,Shin Soo-hang,1987-08-25,acting,no,,0,1,no
Q28699633,박주용,1986-10-06,acting,no,,0,1,yes
Q28699996,Seo Miyeong,1985-07-07,acting,no,Ewha Girls' High School,1,1,no
Q28700832,Bae Myung-jin,1986-10-15,acting,no,,0,1,no
Q486582,Lee Jong-suk,1989-09-14,acting,no,Konkuk University | Yangjae High School | Yongdong Middle School,3,43,no
Q486610,Lee Jang-woo,1986-06-01,both,no,Dongguk University,1,12,no
Q16767566,Sunwoo Jung-a,1985-05-11,music,no,Dong-Ah Institute of Media and Arts,1,9,no
Q16767584,Park Sung-yong,1989-12-22,music,no,,0,0,no
Q16767600,Heo Sol-ji,1989-01-10,music,yes,Dong-Ah Institute of Media and Arts,1,20,no
Q16767760,Eun Ga-Eun,1987-08-26,music,no,Dongju College,1,2,no
Q16782200,Lee Joo-seung,1989-07-20,acting,no,,0,10,no
Q16799651,손하윤,1989-03-17,acting,no,,0,1,yes
Q16865126,Gum-mi,1988-06-18,both,yes,,0,6,no
Q19794695,Bae Yu-ram,1986-08-22,acting,no,Konkuk University,1,7,no
Q19794767,Song Tchä-jun,1987-08-05,acting,no,Dongguk University,1,1,no
Q19794862,Oh Hee-joon,1988-02-25,acting,no,Joongbu University,1,5,no
Q19939230,Shinji,1987-07-31,music,yes,,0,1,no
Q19939450,Kwon Eun-soo,1989-02-04,acting,no,,0,5,no
Q19940504,Ye Jung-hwa,1988-05-23,acting,no,Dong-A University | Dongpyung Girls' Middle School,2,3,no
Q19940914,Im Do Yoon,1986-09-20,acting,no,Seoul Institute of the Arts,1,1,no
Q20445427,Yoo Dae-hyeong,1985-01-09,acting,no,,0,1,no
Q20445451,유우람,1986-10-07,both,no,,0,1,yes
Q20651641,Kim Ri-won,1989-11-03,acting,no,Dongduk Women's University,1,1,no
Q20651869,Shim Hee-sub,1986-02-26,acting,no,Kyonggi University,1,3,no
Q20652158,Han Da-jeong,1987-09-28,music,no,,0,1,no
Q20780143,Kwon So-hyun,1987-01-29,acting,no,Sangmyung University,1,8,no
Q20780227,김단비,1989-02-02,acting,no,Dongduk Women's University,1,1,yes
Q20944036,Kang Pil-seon,1985-09-08,acting,no,,0,1,no
Q20944775,Gong Min-jeung,1986-09-30,acting,no,,0,11,no
Q4787920,Arden Cho,1985-08-16,acting,no,University of Illinois Urbana-Champaign | Apple Valley High School,2,35,no
Q5103373,Cho Min-hye,1986-08-07,music,no,,0,2,no
Q5103567,Choi Jin-hyuk,1986-02-09,both,no,Kookje College | Daejin University | Moksang High School | Mokpo Deogin Middle School,4,25,no
Q482855,Kim Ryeowook,1987-06-21,both,yes,Inha University,1,22,no
Q482991,Taeyang,1988-05-18,music,yes,Chung-Ang University | Daejin University,2,29,no
Q485149,Lee Yeon-hee,1988-01-09,acting,no,Chung-Ang University,1,20,no
Q485279,Seo Hyun-jin,1985-02-27,both,yes,Dongduk Women's University | Apgujeong High School,2,23,no
Q485314,Park Gi-woong,1985-02-13,acting,no,Daejin University,1,9,no
Q16092083,Chun Yi-seul,1989-10-06,acting,no,Kyungsung University,1,2,no
Q16092172,Choi Woong,1986-12-28,acting,no,Daekyeung University,1,11,no
Q16092355,한민채,1986-11-13,acting,no,Dongduk Women's University,1,1,yes
Q16092370,한서진,1989-06-26,acting,no,Sookmyung Women's University,1,1,yes
Q16092382,Han So-young,1987-01-01,acting,no,Myongji University,1,2,no
Q16092478,Hae Geum,1989-05-17,both,yes,Dongduk Women's University,1,1,no
Q18684751,Ahn Jae-min,1986-05-04,both,no,,0,1,no
Q18684974,Lee Si-kang,1987-05-01,music,no,,0,3,no
Q18685084,Jung Da-un,1989-09-01,acting,no,Seoul Institute of the Arts,1,1,no
Q18685091,정수아,1986-01-29,music,no,,0,1,yes
Q18699990,Tae-yun Kim,1985-11-06,acting,no,,0,1,no
Q18733312,Lee Sun-ah,1985-07-22,acting,no,Hanyang University,1,1,no
Q18815396,Kim Ji-eun,1988-09-28,acting,no,,0,3,no
Q18815429,Do Ha-rin,1989-10-23,music,yes,,0,1,no
Q18815655,Wi Ji-woong,1986-09-19,acting,no,,0,2,no
Q18815677,Lee Du-seok,1985-05-10,acting,no,,0,1,no
Q18815740,Jo Bok-rae,1986-07-18,both,no,Seoul Institute of the Arts,1,5,no
Q18815745,Cho Chang-geun,1986-12-12,acting,no,Sejong University,1,1,no
Q488106,No Min-woo,1986-05-29,both,yes,Inha University,1,18,no
Q488344,Jang Wooyoung,1989-04-30,both,yes,Howon University,1,19,no
Q21576975,Park Yun-hwa,1986-01-31,music,yes,,0,1,no
Q21577009,Bang Kyung-ran,1989-02-27,music,no,Dongduk Women's University,1,1,no
Q21709710,Maasung,1987-03-03,music,no,Seoul Arts College,1,1,no
Q21710122,오인하,1985-12-23,acting,no,,0,1,yes
Q21710294,Lee Seula,1987-05-21,acting,no,Soongeui Women's College,1,1,no
Q21710419,장우람,1986-02-17,music,no,Dong-Ah Institute of Media and Arts,1,1,yes
Q21710425,Jang Tae-min,1985-01-12,acting,no,,0,1,no
Q21710457,전지안,1987-11-11,acting,no,,0,1,yes
Q21710520,Jo Soo-jin,1987-02-23,music,no,Sangmyung University,1,1,no
Q21824935,서종철,1985-03-04,acting,no,,0,1,yes
Q21825120,Cheon Danbi,1986-04-27,music,no,Hanyang Women's University,1,1,no
Q21825182,Choi Sung-won,1985-01-17,acting,no,Kookmin University,1,7,no
Q3916728,Hong Jin-young,1985-08-09,both,no,Chosun University,1,18,no
Q4059035,Jung Ayul,1987-02-03,acting,no,Yeungjin University,1,2,no
Q4218755,Hyuk Joo Kwun,1985-12-17,music,no,,0,2,no
Q19359977,Yoo Byung-jae,1988-05-06,both,no,Sogang University,1,7,no
Q19483740,라늬,1985-03-08,music,yes,Keimyung University,1,1,yes
Q19599273,Lee Kyu-ho,1985-03-05,acting,no,Chungryang High School | Hwigyong Middle School,2,2,no
Q19657409,이은지,1986-08-02,acting,no,Hankuk University of Foreign Studies,1,1,yes
Q19665182,Song Kwang-won,1987-09-22,acting,no,,0,3,no
Q19665394,Park Shin-won,1988-12-07,music,no,,0,4,no
Q19794442,Moon Hyun-ah,1987-01-19,music,yes,Baewha Women's University,1,8,no
Q485466,Jung Suk-won,1985-05-16,acting,no,Incheon National University,1,10,no
Q485517,Song Joong-ki,1985-09-19,acting,no,Sungkyunkwan University,1,72,no
Q31178907,Seo Jong-bong,1986-08-31,acting,no,Korea National University of Arts,1,1,no
Q31178946,Lee Ye-eun,1989-05-18,acting,no,,0,1,no
Q31179003,기린,1985-08-22,music,no,,0,1,yes
Q31179159,Lee Jung-min,1989-09-30,acting,no,,0,1,no
Q31179382,유하은,1986-02-25,music,no,Dong-Ah Institute of Media and Arts,1,1,yes
Q31179596,Bae Je-gi,1986-05-15,acting,no,,0,2,no
Q31179655,Jo Seong-yun,1985-02-27,acting,no,,0,1,no
Q31180500,Bonggu,1986-08-29,music,yes,,0,1,no
Q37565564,Kim Seon-ho,1986-05-08,acting,no,Seoul Institute of the Arts,1,29,no
Q491364,Yoon Doo-joon,1989-07-04,both,yes,Kyung Hee University | Dongshin University | Kyung Hee Cyber University,3,20,no
Q491403,Yoo Ha-na,1986-03-22,acting,no,Chung-Ang University,1,10,no
Q483041,Changmin,1988-02-18,both,yes,Kyung Hee University,1,28,no
Q483161,Eunhyuk,1986-04-04,both,yes,Pai Chai University,1,21,no
Q21825192,Choi Tae-hwan,1989-02-28,acting,no,,0,7,no
Q21825215,Lee Chi Hoon,1988-04-30,both,no,,0,2,no
Q21825398,한아름,1988-03-17,music,no,Baekseok Arts University,1,1,yes
Q22973730,Riko,1989-03-10,both,yes,,0,6,no
Q22973820,Miwoo,1988-04-06,music,no,,0,9,no
Q22973829,Min Jin-woong,1986-08-22,acting,no,Korea National University of Arts,1,8,no
Q22973857,Park Sung-hoon,1985-02-18,both,no,Dong-Ah Institute of Media and Arts | Gwacheon Foreign Language High School,2,20,no
Q487391,Ailee,1989-05-30,both,no,Pace University | Palisades Park High School | Scotch Plains-Fanwood High School,3,37,no
Q487462,Alexander Lee Eusebio,1988-07-29,both,yes,Korea University | De Anza College,2,14,no
Q485667,Jo Kwon,1989-08-28,both,yes,Kyung Hee University | Korea Art High School,2,17,no
Q485672,Gain,1987-09-20,both,yes,Deokwon Girls' High School | Shinjeong Girls' Middle School,2,23,no
Q22974093,Seo Ri-seul,1989-05-18,acting,no,Myongji University,1,2,no
Q22974226,송보은,1986-03-07,acting,no,,0,1,yes
Q22974315,Shin Hyun-soo,1989-07-08,acting,no,,0,11,no
Q22974399,Ahn Bo-hyun,1988-05-16,acting,no,Daekyeung University,1,22,no
Q22974563,왕시명,1987-01-29,acting,no,Dankook University,1,1,yes
Q22974651,Yoon Jeon-il,1987-02-06,acting,no,Korea National University of Arts,1,1,no
Q22974684,InnoVator,1988-10-10,music,no,,0,4,no
Q42407184,Cho Hyun-chul,1986-12-24,acting,no,Hanil High School,1,7,no
Q42634884,Soo Jung Ann,1987-09-15,music,no,,0,1,no
Q43073768,Kang In-soo,1988-03-10,both,yes,Korea National Open University | Sejong University,2,8,no
Q43088866,MAKTUB,1988-10-15,music,no,,0,1,no
Q43088992,Song Won-seok,1988-12-16,both,no,,0,10,no
Q43089325,Choi Do-won,1985-03-06,music,yes,,0,1,no
Q43089370,Paul Kim,1988-02-11,music,no,,0,8,no
Q43089376,Ha Joon-seok,1987-08-09,music,yes,,0,2,no
Q43110940,Geum Yun-a,1986-01-30,music,no,Seoul Institute of the Arts,1,1,no
Q27951779,Jeong Su-gyo,1987-07-10,acting,no,Yong In University,1,1,no
Q27951907,K JUN,1985-03-31,music,no,,0,1,no
Q27952010,Jeong Eun-byeol,1987-11-18,both,no,,0,1,no
Q27952043,강문경,1985-08-19,music,no,Chung-Ang University,1,1,yes
Q27952182,Park Jang-hyun,1989-06-06,music,yes,,0,1,no
Q27952259,허지은,1986-09-16,acting,no,Daejin University,1,1,yes
Q27952412,황비,1986-04-11,acting,no,,0,1,yes
Q27952522,Jin Won,1989-01-21,music,no,,0,1,no
Q27952531,Choi Je-heon,1986-09-12,acting,no,,0,1,no
Q27952529,Oh Dong-min,1986-04-01,acting,no,,0,3,no
Q27952532,Lee Hanjong,1985-11-25,acting,no,,0,1,no
Q27952536,Bae So-eun,1988-09-15,acting,no,Korea National University of Arts,1,2,no
Q27952651,Hwang Chan-ho,1986-02-24,acting,no,,0,1,no
Q27952727,Kwak Eun-jin,1988-11-05,acting,no,,0,1,no
Q27952829,Kim Ye-eun,1989-02-16,acting,no,Seoul Women's University,1,1,no
